provinceName,provinceShortName,currentConfirmedCount...3,confirmedCount_sum,suspectedCount_sum,curedCount_sum,deadCount_sum,comment,locationId_s,cityName,currentConfirmedCount...11,confirmedCount,suspectedCount,curedCount,deadCount,locationId
湖北省,湖北,48175,54406,0,4774,1457,,420000,武汉,34289,37914,0,2502,1123,420100
湖北省,湖北,48175,54406,0,4774,1457,,420000,孝感,2739,3114,0,313,62,420900
湖北省,湖北,48175,54406,0,4774,1457,,420000,黄冈,2138,2817,0,611,68,421100
湖北省,湖北,48175,54406,0,4774,1457,,420000,荆州,1254,1478,0,192,32,421000
湖北省,湖北,48175,54406,0,4774,1457,,420000,随州,1117,1232,0,96,19,421300
湖北省,湖北,48175,54406,0,4774,1457,,420000,襄阳,1025,1128,0,85,18,420600
湖北省,湖北,48175,54406,0,4774,1457,,420000,鄂州,960,1192,0,199,33,420700
湖北省,湖北,48175,54406,0,4774,1457,,420000,宜昌,799,906,0,92,15,420500
湖北省,湖北,48175,54406,0,4774,1457,,420000,黄石,797,980,0,170,13,420200
湖北省,湖北,48175,54406,0,4774,1457,,420000,荆门,762,902,0,112,28,420800
湖北省,湖北,48175,54406,0,4774,1457,,420000,咸宁,705,840,0,127,8,421200
湖北省,湖北,48175,54406,0,4774,1457,,420000,十堰,495,597,0,100,2,420300
湖北省,湖北,48175,54406,0,4774,1457,,420000,仙桃,434,514,0,63,17,429004
湖北省,湖北,48175,54406,0,4774,1457,,420000,天门,391,422,0,21,10,429006
湖北省,湖北,48175,54406,0,4774,1457,,420000,恩施州,169,244,0,71,4,422800
湖北省,湖北,48175,54406,0,4774,1457,,420000,潜江,99,116,0,12,5,429005
湖北省,湖北,48175,54406,0,4774,1457,,420000,神农架林区,2,10,0,8,0,429021
广东省,广东,906,1294,0,386,2,,440000,深圳,302,406,0,104,0,440300
广东省,广东,906,1294,0,386,2,,440000,广州,242,335,0,93,0,440100
广东省,广东,906,1294,0,386,2,,440000,东莞,73,81,0,7,1,441900
广东省,广东,906,1294,0,386,2,,440000,珠海,68,95,0,27,0,440400
广东省,广东,906,1294,0,386,2,,440000,佛山,62,84,0,22,0,440600
广东省,广东,906,1294,0,386,2,,440000,惠州,40,58,0,18,0,441300
广东省,广东,906,1294,0,386,2,,440000,中山,39,65,0,26,0,442000
广东省,广东,906,1294,0,386,2,,440000,江门,18,22,0,4,0,440700
广东省,广东,906,1294,0,386,2,,440000,汕头,16,25,0,9,0,440500
广东省,广东,906,1294,0,386,2,,440000,湛江,11,22,0,11,0,440800
广东省,广东,906,1294,0,386,2,,440000,茂名,10,13,0,3,0,440900
广东省,广东,906,1294,0,386,2,,440000,肇庆,9,17,0,7,1,441200
广东省,广东,906,1294,0,386,2,,440000,梅州,8,15,0,7,0,441400
广东省,广东,906,1294,0,386,2,,440000,阳江,8,13,0,5,0,441700
广东省,广东,906,1294,0,386,2,,440000,韶关,7,10,0,3,0,440200
广东省,广东,906,1294,0,386,2,,440000,清远,5,12,0,7,0,441800
广东省,广东,906,1294,0,386,2,,440000,潮州,5,5,0,0,0,445100
广东省,广东,906,1294,0,386,2,,440000,揭阳,4,8,0,4,0,445200
广东省,广东,906,1294,0,386,2,,440000,汕尾,4,5,0,1,0,441500
广东省,广东,906,1294,0,386,2,,440000,河源,2,3,0,1,0,441600
广东省,广东,906,1294,0,386,2,,440000,待明确地区,-27,0,0,27,0,0
河南省,河南,843,1212,0,356,13,参考卫健委统计口径，部分县区与地级市合并,410000,信阳,191,252,0,60,1,411500
河南省,河南,843,1212,0,356,13,参考卫健委统计口径，部分县区与地级市合并,410000,南阳,103,150,0,45,2,411300
河南省,河南,843,1212,0,356,13,参考卫健委统计口径，部分县区与地级市合并,410000,驻马店,88,138,0,50,0,411700
河南省,河南,843,1212,0,356,13,参考卫健委统计口径，部分县区与地级市合并,410000,郑州,82,144,0,62,0,410100
河南省,河南,843,1212,0,356,13,参考卫健委统计口径，部分县区与地级市合并,410000,商丘,63,90,0,25,2,411400
河南省,河南,843,1212,0,356,13,参考卫健委统计口径，部分县区与地级市合并,410000,周口,45,70,0,25,0,411600
河南省,河南,843,1212,0,356,13,参考卫健委统计口径，部分县区与地级市合并,410000,新乡,43,55,0,10,2,410700
河南省,河南,843,1212,0,356,13,参考卫健委统计口径，部分县区与地级市合并,410000,平顶山,38,58,0,19,1,410400
河南省,河南,843,1212,0,356,13,参考卫健委统计口径，部分县区与地级市合并,410000,安阳,35,51,0,16,0,410500
河南省,河南,843,1212,0,356,13,参考卫健委统计口径，部分县区与地级市合并,410000,许昌,31,37,0,6,0,411000
河南省,河南,843,1212,0,356,13,参考卫健委统计口径，部分县区与地级市合并,410000,漯河,25,34,0,9,0,411100
