provinceName,provinceShortName,confirmedCount_sum,suspectedCount_sum,curedCount_sum,deadCount_sum,comment,locationId_s,cityName,confirmedCount,suspectedCount,curedCount,deadCount,locationId
湖北省,湖北,11177,0,295,350,待明确地区：治愈 1,420000,武汉,5142,0,228,265,420100
湖北省,湖北,11177,0,295,350,待明确地区：治愈 1,420000,黄冈,1246,0,32,17,421100
湖北省,湖北,11177,0,295,350,待明确地区：治愈 1,420000,孝感,918,0,2,14,420900
湖北省,湖北,11177,0,295,350,待明确地区：治愈 1,420000,襄阳,548,0,0,0,420600
湖北省,湖北,11177,0,295,350,待明确地区：治愈 1,420000,荆州,499,0,4,6,421000
湖北省,湖北,11177,0,295,350,待明确地区：治愈 1,420000,随州,458,0,3,5,421300
湖北省,湖北,11177,0,295,350,待明确地区：治愈 1,420000,宜昌,392,0,1,1,420500
湖北省,湖北,11177,0,295,350,待明确地区：治愈 1,420000,荆门,345,0,6,11,420800
湖北省,湖北,11177,0,295,350,待明确地区：治愈 1,420000,黄石,334,0,8,2,420200
湖北省,湖北,11177,0,295,350,待明确地区：治愈 1,420000,鄂州,306,0,2,15,420700
湖北省,湖北,11177,0,295,350,待明确地区：治愈 1,420000,咸宁,296,0,1,0,421200
湖北省,湖北,11177,0,295,350,待明确地区：治愈 1,420000,十堰,256,0,1,0,420300
湖北省,湖北,11177,0,295,350,待明确地区：治愈 1,420000,仙桃,169,0,0,3,429004
湖北省,湖北,11177,0,295,350,待明确地区：治愈 1,420000,天门,115,0,0,10,429006
湖北省,湖北,11177,0,295,350,待明确地区：治愈 1,420000,恩施州,111,0,4,0,422800
湖北省,湖北,11177,0,295,350,待明确地区：治愈 1,420000,潜江,35,0,0,1,429005
湖北省,湖北,11177,0,295,350,待明确地区：治愈 1,420000,神农架林区,7,0,2,0,429021
浙江省,浙江,724,0,36,0,,330000,温州,291,0,15,0,330300
浙江省,浙江,724,0,36,0,,330000,杭州,118,0,2,0,330100
浙江省,浙江,724,0,36,0,,330000,台州,109,0,7,0,331000
浙江省,浙江,724,0,36,0,,330000,宁波,75,0,1,0,330200
浙江省,浙江,724,0,36,0,,330000,金华,36,0,6,0,330700
浙江省,浙江,724,0,36,0,,330000,绍兴,30,0,2,0,330600
浙江省,浙江,724,0,36,0,,330000,嘉兴,19,0,0,0,330400
浙江省,浙江,724,0,36,0,,330000,丽水,16,0,1,0,331100
浙江省,浙江,724,0,36,0,,330000,衢州,14,0,0,0,330800
浙江省,浙江,724,0,36,0,,330000,湖州,9,0,0,0,330500
浙江省,浙江,724,0,36,0,,330000,舟山,7,0,2,0,330900
广东省,广东,683,0,15,0,,440000,深圳,226,0,5,0,440300
广东省,广东,683,0,15,0,,440000,广州,189,0,3,0,440100
广东省,广东,683,0,15,0,,440000,珠海,51,0,1,0,440400
广东省,广东,683,0,15,0,,440000,佛山,43,0,1,0,440600
广东省,广东,683,0,15,0,,440000,东莞,31,0,0,0,441900
广东省,广东,683,0,15,0,,440000,惠州,28,0,1,0,441300
广东省,广东,683,0,15,0,,440000,中山,25,0,0,0,442000
广东省,广东,683,0,15,0,,440000,汕头,17,0,0,0,440500
广东省,广东,683,0,15,0,,440000,湛江,14,0,1,0,440800
广东省,广东,683,0,15,0,,440000,阳江,10,0,0,0,441700
广东省,广东,683,0,15,0,,440000,肇庆,7,0,1,0,441200
广东省,广东,683,0,15,0,,440000,梅州,7,0,0,0,441400
广东省,广东,683,0,15,0,,440000,清远,6,0,2,0,441800
广东省,广东,683,0,15,0,,440000,揭阳,6,0,0,0,445200
广东省,广东,683,0,15,0,,440000,韶关,5,0,0,0,440200
广东省,广东,683,0,15,0,,440000,汕尾,5,0,0,0,441500
广东省,广东,683,0,15,0,,440000,茂名,4,0,0,0,440900
广东省,广东,683,0,15,0,,440000,江门,4,0,0,0,440700
广东省,广东,683,0,15,0,,440000,潮州,4,0,0,0,445100
广东省,广东,683,0,15,0,,440000,河源,1,0,0,0,441600
河南省,河南,566,0,14,2,待明确地区：治愈 6,410000,信阳,99,0,4,0,411500
河南省,河南,566,0,14,2,待明确地区：治愈 6,410000,郑州,72,0,2,0,410100
河南省,河南,566,0,14,2,待明确地区：治愈 6,410000,南阳,70,0,1,2,411300
河南省,河南,566,0,14,2,待明确地区：治愈 6,410000,驻马店,58,0,0,0,411700
河南省,河南,566,0,14,2,待明确地区：治愈 6,410000,周口,47,0,1,0,411600
河南省,河南,566,0,14,2,待明确地区：治愈 6,410000,商丘,42,0,0,0,411400
河南省,河南,566,0,14,2,待明确地区：治愈 6,410000,安阳,28,0,0,0,410500
河南省,河南,566,0,14,2,待明确地区：治愈 6,410000,新乡,25,0,0,0,410700
河南省,河南,566,0,14,2,待明确地区：治愈 6,410000,漯河,20,0,0,0,411100
河南省,河南,566,0,14,2,待明确地区：治愈 6,410000,平顶山,19,0,0,0,410400
河南省,河南,566,0,14,2,待明确地区：治愈 6,410000,许昌,15,0,0,0,411000
河南省,河南,566,0,14,2,待明确地区：治愈 6,410000,邓州,14,0,0,0,411381
河南省,河南,566,0,14,2,待明确地区：治愈 6,410000,开封,11,0,0,0,410200
河南省,河南,566,0,14,2,待明确地区：治愈 6,410000,鹤壁,8,0,0,0,410600
河南省,河南,566,0,14,2,待明确地区：治愈 6,410000,焦作,8,0,0,0,410800
河南省,河南,566,0,14,2,待明确地区：治愈 6,410000,永城,8,0,0,0,411481
河南省,河南,566,0,14,2,待明确地区：治愈 6,410000,洛阳,7,0,0,0,410300
河南省,河南,566,0,14,2,待明确地区：治愈 6,410000,三门峡,7,0,0,0,411200
河南省,河南,566,0,14,2,待明确地区：治愈 6,410000,濮阳,3,0,0,0,410900
河南省,河南,566,0,14,2,待明确地区：治愈 6,410000,长垣,2,0,0,0,0
河南省,河南,566,0,14,2,待明确地区：治愈 6,410000,济源,2,0,0,0,419001
河南省,河南,566,0,14,2,待明确地区：治愈 6,410000,滑县,1,0,0,0,410526
湖南省,湖南,521,0,16,0,,430000,长沙,125,0,2,0,430100
湖南省,湖南,521,0,16,0,,430000,岳阳,70,0,0,0,430600
湖南省,湖南,521,0,16,0,,430000,邵阳,51,0,1,0,430500
湖南省,湖南,521,0,16,0,,430000,常德,45,0,0,0,430700
湖南省,湖南,521,0,16,0,,430000,娄底,35,0,1,0,431300
湖南省,湖南,521,0,16,0,,430000,怀化,32,0,1,0,431200
湖南省,湖南,521,0,16,0,,430000,衡阳,32,0,3,0,430400
湖南省,湖南,521,0,16,0,,430000,益阳,30,0,0,0,430900
湖南省,湖南,521,0,16,0,,430000,株洲,26,0,1,0,430200
湖南省,湖南,521,0,16,0,,430000,永州,26,0,2,0,431100
湖南省,湖南,521,0,16,0,,430000,郴州,21,0,1,0,431000
湖南省,湖南,521,0,16,0,,430000,湘潭,19,0,3,0,430300
湖南省,湖南,521,0,16,0,,430000,湘西自治州,6,0,1,0,433100
湖南省,湖南,521,0,16,0,,430000,张家界,3,0,0,0,430800
安徽省,安徽,408,0,7,0,,340000,合肥,75,0,2,0,340100
安徽省,安徽,408,0,7,0,,340000,阜阳,65,0,0,0,341200
安徽省,安徽,408,0,7,0,,340000,安庆,47,0,0,0,340800
安徽省,安徽,408,0,7,0,,340000,亳州,39,0,2,0,341600
安徽省,安徽,408,0,7,0,,340000,蚌埠,37,0,0,0,340300
安徽省,安徽,408,0,7,0,,340000,马鞍山,28,0,0,0,340500
安徽省,安徽,408,0,7,0,,340000,宿州,21,0,0,0,341300
安徽省,安徽,408,0,7,0,,340000,六安,20,0,1,0,341500
安徽省,安徽,408,0,7,0,,340000,铜陵,18,0,0,0,340700
安徽省,安徽,408,0,7,0,,340000,芜湖,16,0,1,0,340200
安徽省,安徽,408,0,7,0,,340000,黄山,9,0,0,0,341000
安徽省,安徽,408,0,7,0,,340000,滁州,8,0,0,0,341100
安徽省,安徽,408,0,7,0,,340000,淮北,8,0,0,0,340600
安徽省,安徽,408,0,7,0,,340000,淮南,7,0,0,0,340400
安徽省,安徽,408,0,7,0,,340000,池州,6,0,0,0,341700
安徽省,安徽,408,0,7,0,,340000,宣城,4,0,1,0,341800
江西省,江西,391,0,18,0,,360000,南昌,103,0,4,0,360100
江西省,江西,391,0,18,0,,360000,九江,64,0,2,0,360400
江西省,江西,391,0,18,0,,360000,新余,50,0,3,0,360500
江西省,江西,391,0,18,0,,360000,宜春,36,0,1,0,360900
江西省,江西,391,0,18,0,,360000,赣州,35,0,1,0,360700
江西省,江西,391,0,18,0,,360000,上饶,32,0,4,0,361100
江西省,江西,391,0,18,0,,360000,抚州,29,0,0,0,361000
江西省,江西,391,0,18,0,,360000,萍乡,18,0,1,0,360300
江西省,江西,391,0,18,0,,360000,吉安,13,0,1,0,360800
江西省,江西,391,0,18,0,,360000,鹰潭,8,0,0,0,360600
江西省,江西,391,0,18,0,,360000,景德镇,3,0,1,0,360200
重庆市,重庆,300,0,7,2,,500000,万州区,49,0,0,1,500101
重庆市,重庆,300,0,7,2,,500000,云阳县,18,0,1,0,500235
重庆市,重庆,300,0,7,2,,500000,开州区,17,0,0,0,500154
重庆市,重庆,300,0,7,2,,500000,江北区,16,0,0,0,500105
重庆市,重庆,300,0,7,2,,500000,忠县,15,0,0,0,500233
