id,createTime,modifyTime,tags,countryType,continents,provinceId,provinceName,provinceShortName,cityName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,comment,sort,operator,locationId
577455,1582774154000,1582774154000,,2,亚洲,7,韩国,,,1561,1595,0,22,12,,0,wangjinyuan,951004
577486,1582774154000,1582774154000,,2,其他,10,钻石公主号邮轮,,,701,705,0,0,4,,0,wangjinyuan,0
577468,1582774154000,1582774154000,,2,欧洲,10,意大利,,,455,470,0,3,12,,0,wangjinyuan,965008
577454,1582774154000,1582774154000,,2,亚洲,6,日本,,,164,189,0,22,3,,0,wangjinyuan,951002
577511,1582774154000,1582774154000,,2,亚洲,10,伊朗,,,71,139,0,49,19,,0,wangjinyuan,955007
577456,1582774154000,1582774154000,,2,北美洲,8,美国,,,57,60,0,3,0,,0,wangjinyuan,971002
577559,1582774154000,1582774154000,,2,亚洲,10,巴林,,,33,33,0,0,0,,0,wangjinyuan,955004
577451,1582774154000,1582774154000,,2,亚洲,3,新加坡,,,31,93,0,62,0,,0,wangjinyuan,952009
577558,1582774154000,1582774154000,,2,亚洲,10,科威特,,,26,26,0,0,0,,0,wangjinyuan,955011
577450,1582774154000,1582774154000,,2,亚洲,2,泰国,,,18,40,0,22,0,,0,wangjinyuan,952010
577462,1582774154000,1582774154000,,2,欧洲,10,德国,,,12,26,0,14,0,,0,wangjinyuan,963003
577471,1582774154000,1582774154000,,2,欧洲,10,西班牙,,,11,13,0,2,0,,0,wangjinyuan,965015
577465,1582774154000,1582774154000,,2,亚洲,10,阿联酋,,,9,13,0,4,0,,0,wangjinyuan,955019
577459,1582774154000,1582774154000,,2,大洋洲,10,澳大利亚,,,8,23,0,15,0,,0,wangjinyuan,990001
577460,1582774154000,1582774154000,,2,北美洲,10,加拿大,,,8,12,0,4,0,,0,wangjinyuan,971001
577453,1582774154000,1582774154000,,2,欧洲,5,法国,,,5,18,0,11,2,,0,wangjinyuan,961002
577469,1582774154000,1582774154000,,2,欧洲,10,英国,,,5,13,0,8,0,,0,wangjinyuan,961007
577526,1582774154000,1582774154000,,2,亚洲,10,以色列,,,5,6,0,1,0,,0,wangjinyuan,955009
577452,1582774154000,1582774154000,,2,亚洲,4,马来西亚,,,4,22,0,18,0,,0,wangjinyuan,952007
577561,1582774154000,1582774154000,,2,亚洲,10,阿曼,,,4,4,0,0,0,,0,wangjinyuan,955013
577472,1582774154000,1582774154000,,2,欧洲,10,瑞典,,,2,2,0,0,0,,0,wangjinyuan,962005
577527,1582774154000,1582774154000,,2,亚洲,10,黎巴嫩,,,2,2,0,0,0,,0,wangjinyuan,955012
577617,1582774154000,1582774154000,,2,欧洲,10,奥地利,,,2,2,0,0,0,,0,wangjinyuan,963001
577771,1582774154000,1582774154000,,2,亚洲,10,巴基斯坦,,,2,2,0,0,0,,0,wangjinyuan,953006
577466,1582774154000,1582774154000,,2,欧洲,10,芬兰,,,1,2,0,1,0,,0,wangjinyuan,962002
577473,1582774154000,1582774154000,,2,亚洲,10,菲律宾,,,1,3,0,1,1,,0,wangjinyuan,952008
577485,1582774154000,1582774154000,,2,非洲,10,埃及,,,1,1,0,0,0,,0,wangjinyuan,981002
577541,1582774154000,1582774154000,,2,亚洲,10,伊拉克,,,1,1,0,0,0,,0,wangjinyuan,955008
577560,1582774154000,1582774154000,,2,亚洲,10,阿富汗,,,1,1,0,0,0,,0,wangjinyuan,955001
577562,1582774154000,1582774154000,,2,欧洲,10,克罗地亚,,,1,1,0,0,0,,0,wangjinyuan,965005
577563,1582774154000,1582774154000,,2,欧洲,10,瑞士,,,1,1,0,0,0,,0,wangjinyuan,963008
577576,1582774154000,1582774154000,,2,非洲,10,阿尔及利亚,,,1,1,0,0,0,,0,wangjinyuan,981001
577770,1582774154000,1582774154000,,2,欧洲,10,希腊,,,1,1,0,0,0,,0,wangjinyuan,965007
577772,1582774154000,1582774154000,,2,南美洲,10,巴西,,,1,1,0,0,0,,0,wangjinyuan,973003
577932,1582774154000,1582774154000,,2,欧洲,10,罗马尼亚,,,1,1,0,0,0,,0,wangjinyuan,965011
577933,1582774154000,1582774154000,,2,欧洲,10,格鲁吉亚,,,1,1,0,0,0,,0,wangjinyuan,955006
577457,1582774154000,1582774154000,,2,亚洲,9,越南,,,0,16,0,16,0,,0,wangjinyuan,952011
577458,1582774154000,1582774154000,,2,亚洲,10,尼泊尔,,,0,1,0,1,0,,0,wangjinyuan,953005
577461,1582774154000,1582774154000,,2,亚洲,10,柬埔寨,,,0,1,0,1,0,,0,wangjinyuan,952003
577463,1582774154000,1582774154000,,2,亚洲,10,斯里兰卡,,,0,1,0,1,0,,0,wangjinyuan,953007
577467,1582774154000,1582774154000,,2,亚洲,10,印度,,,0,3,0,3,0,,0,wangjinyuan,953003
577470,1582774154000,1582774154000,,2,欧洲,10,俄罗斯,,,0,2,0,2,0,,0,wangjinyuan,964006
577484,1582774154000,1582774154000,,2,欧洲,10,比利时,,,0,1,0,1,0,,0,wangjinyuan,961001
