provinceName,provinceShortName,currentConfirmedCount...3,confirmedCount_sum,suspectedCount_sum,curedCount_sum,deadCount_sum,comment,locationId_s,cityName,currentConfirmedCount...11,confirmedCount,suspectedCount,curedCount,deadCount,locationId
湖北省,湖北,48510,62442,0,11788,2144,,420000,武汉,37448,45346,0,6214,1684,420100
湖北省,湖北,48510,62442,0,11788,2144,,420000,孝感,2481,3346,0,771,94,420900
湖北省,湖北,48510,62442,0,11788,2144,,420000,黄冈,1492,2856,0,1274,90,421100
湖北省,湖北,48510,62442,0,11788,2144,,420000,荆州,946,1517,0,531,40,421000
湖北省,湖北,48510,62442,0,11788,2144,,420000,鄂州,929,1343,0,375,39,420700
湖北省,湖北,48510,62442,0,11788,2144,,420000,随州,873,1287,0,386,28,421300
湖北省,湖北,48510,62442,0,11788,2144,,420000,襄阳,803,1170,0,343,24,420600
湖北省,湖北,48510,62442,0,11788,2144,,420000,宜昌,617,895,0,250,28,420500
湖北省,湖北,48510,62442,0,11788,2144,,420000,黄石,608,974,0,339,27,420200
湖北省,湖北,48510,62442,0,11788,2144,,420000,荆门,534,800,0,229,37,420800
湖北省,湖北,48510,62442,0,11788,2144,,420000,咸宁,443,766,0,313,10,421200
湖北省,湖北,48510,62442,0,11788,2144,,420000,十堰,443,654,0,209,2,420300
湖北省,湖北,48510,62442,0,11788,2144,,420000,仙桃,339,568,0,210,19,429004
湖北省,湖北,48510,62442,0,11788,2144,,420000,天门,300,477,0,165,12,429006
湖北省,湖北,48510,62442,0,11788,2144,,420000,恩施州,130,245,0,112,3,422800
湖北省,湖北,48510,62442,0,11788,2144,,420000,潜江,124,188,0,57,7,429005
湖北省,湖北,48510,62442,0,11788,2144,,420000,神农架林区,0,10,0,10,0,429021
广东省,广东,664,1333,0,664,5,,440000,深圳,215,416,0,199,2,440300
广东省,广东,664,1333,0,664,5,,440000,广州,182,339,0,157,0,440100
广东省,广东,664,1333,0,664,5,,440000,东莞,66,93,0,26,1,441900
广东省,广东,664,1333,0,664,5,,440000,珠海,52,98,0,45,1,440400
广东省,广东,664,1333,0,664,5,,440000,佛山,51,84,0,33,0,440600
