id,createTime,modifyTime,tags,countryType,continents,provinceId,provinceName,provinceShortName,cityName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,comment,sort,operator,locationId,countryShortCode
967601,1583889624000,1583889624000,,2,欧洲,10,意大利,,,8514,10149,0,1004,631,,0,wangying1,965008,ITA
967588,1583889624000,1583889624000,,2,亚洲,7,韩国,,,7212,7513,0,247,54,,0,wangying1,951004,KOR
967631,1583889624000,1583889624000,,2,亚洲,10,伊朗,,,5020,8042,0,2731,291,,0,wangying1,955007,IRN
967586,1583889624000,1583889624000,,2,欧洲,5,法国,,,1739,1784,0,12,33,,0,wangying1,961002,FRA
967603,1583889624000,1583889624000,,2,欧洲,10,西班牙,,,1611,1648,0,2,35,,0,wangying1,965015,ESP
967595,1583889624000,1583889624000,,2,欧洲,10,德国,,,1280,1296,0,14,2,,0,wangying1,963003,DEU
967589,1583889624000,1583889624000,,2,北美洲,8,美国,,,810,849,0,10,29,,0,wangying1,971002,USA
967640,1583889624000,1583889624000,,2,欧洲,10,瑞士,,,470,476,0,3,3,,0,wangying1,963008,CHE
967587,1583889624000,1583889624000,,2,亚洲,6,日本,,,467,581,0,102,12,,0,wangying1,951002,JPN
967651,1583889624000,1583889624000,,2,欧洲,10,荷兰,,,378,382,0,0,4,,0,wangying1,961006,NLD
967604,1583889624000,1583889624000,,2,欧洲,10,瑞典,,,326,326,0,0,0,,0,wangying1,962005,SWE
967695,1583889624000,1583889624000,,2,欧洲,10,英国,,,309,319,0,8,2,,0,wangying1,961007,GBR
967618,1583889624000,1583889624000,,2,其他,10,钻石公主号邮轮,,,263,696,0,427,6,,0,wangying1,0,Princess
967616,1583889624000,1583889624000,,2,欧洲,10,比利时,,,238,239,0,1,0,,0,wangying1,961001,BEL
967649,1583889624000,1583889624000,,2,欧洲,10,挪威,,,169,169,0,0,0,,0,wangying1,962004,NOR
967642,1583889624000,1583889624000,,2,欧洲,10,奥地利,,,155,157,0,2,0,,0,wangying1,963001,AUT
967648,1583889624000,1583889624000,,2,欧洲,10,丹麦,,,112,113,0,1,0,,0,wangying1,962001,DNK
967585,1583889624000,1583889624000,,2,亚洲,4,马来西亚,,,106,129,0,23,0,,0,wangying1,952007,MYS
967636,1583889624000,1583889624000,,2,亚洲,10,巴林,,,95,109,0,14,0,,0,wangying1,955004,BHR
967643,1583889624000,1583889624000,,2,欧洲,10,希腊,,,89,89,0,0,0,,0,wangying1,965007,GRC
967584,1583889624000,1583889624000,,2,亚洲,3,新加坡,,,84,166,0,82,0,,0,wangying1,952009,SGP
967592,1583889624000,1583889624000,,2,大洋洲,10,澳大利亚,,,76,101,0,22,3,,0,wangying1,990001,AUS
967593,1583889624000,1583889624000,,2,北美洲,10,加拿大,,,72,77,0,4,1,,0,wangying1,971001,CAN
967635,1583889624000,1583889624000,,2,亚洲,10,科威特,,,69,69,0,0,0,,0,wangying1,955011,KWT
967598,1583889624000,1583889624000,,2,亚洲,10,阿联酋,,,67,74,0,7,0,,0,wangying1,955019,ARE
967658,1583889624000,1583889624000,,2,欧洲,10,冰岛,,,60,60,0,0,0,,0,wangying1,962003,ISL
967600,1583889624000,1583889624000,,2,亚洲,10,印度,,,55,58,0,3,0,,0,wangying1,953003,IND
967634,1583889624000,1583889624000,,2,亚洲,10,伊拉克,,,51,67,0,9,7,,0,wangying1,955008,IRQ
967700,1583889624000,1583889624000,,2,欧洲,10,圣马力诺,,,49,51,0,0,2,,0,wangying1,965012,SMR
967632,1583889624000,1583889624000,,2,亚洲,10,以色列,,,48,50,0,2,0,,0,wangying1,955009,ISR
967617,1583889624000,1583889624000,,2,非洲,10,埃及,,,47,59,0,12,0,,0,wangying1,981002,EGY
967702,1583889624000,1583889624000,,2,欧洲,10,捷克,,,40,40,0,0,0,,0,wangying1,963002,CZE
967599,1583889624000,1583889624000,,2,欧洲,10,芬兰,,,39,40,0,1,0,,0,wangying1,962002,FIN
967605,1583889624000,1583889624000,,2,亚洲,10,菲律宾,,,31,33,0,1,1,,0,wangying1,952008,PHL
967633,1583889624000,1583889624000,,2,亚洲,10,黎巴嫩,,,31,32,0,1,0,,0,wangying1,955012,LBN
967760,1583889624000,1583889624000,,2,欧洲,10,葡萄牙,,,30,30,0,0,0,,0,wangying1,965010,PRT
967645,1583889624000,1583889624000,,2,南美洲,10,巴西,,,25,25,0,0,0,,0,wangying1,973003,BRA
967704,1583889624000,1583889624000,,2,亚洲,10,印度尼西亚,,,25,27,0,2,0,,0,wangying1,952005,IDN
967854,1583889624000,1583889624000,,2,欧洲,10,斯洛文尼亚,,,25,25,0,0,0,,0,wangying1,965014,SVN
967697,1583889624000,1583889624000,,2,欧洲,10,爱尔兰,,,24,24,0,0,0,,0,wangying1,961003,IRL
967583,1583889624000,1583889624000,,2,亚洲,2,泰国,,,21,53,0,31,1,,0,wangying1,952010,THA
967707,1583889624000,1583889624000,,2,亚洲,10,沙特阿拉伯,,,20,20,0,0,0,,0,wangying1,955016,SAU
967641,1583889624000,1583889624000,,2,非洲,10,阿尔及利亚,,,19,19,0,0,0,,0,wangying1,981001,DZA
967868,1583889624000,1583889624000,,2,亚洲,10,巴勒斯坦,,,19,19,0,0,0,,0,wangying1,955014,PSE
967590,1583889624000,1583889624000,,2,亚洲,9,越南,,,18,34,0,16,0,,0,wangying1,952011,VNM
967696,1583889624000,1583889624000,,2,亚洲,10,卡塔尔,,,18,18,0,0,0,,0,wangying1,955015,QAT
967852,1583889624000,1583889624000,,2,欧洲,10,波兰,,,18,18,0,0,0,,0,wangying1,963006,POL
967773,1583889624000,1583889624000,,2,南美洲,10,阿根廷,,,16,17,0,0,1,,0,wangying1,973001,ARG
967644,1583889624000,1583889624000,,2,亚洲,10,巴基斯坦,,,15,16,0,1,0,,0,wangying1,953006,PAK
967638,1583889624000,1583889624000,,2,亚洲,10,阿曼,,,14,16,0,2,0,,0,wangying1,955013,OMN
967646,1583889624000,1583889624000,,2,欧洲,10,罗马尼亚,,,14,17,0,3,0,,0,wangying1,965011,ROU
967639,1583889624000,1583889624000,,2,欧洲,10,克罗地亚,,,13,13,0,0,0,,0,wangying1,965005,HRV
967699,1583889624000,1583889624000,,2,南美洲,10,厄瓜多尔,,,13,13,0,0,0,,0,wangying1,973006,ECU
967705,1583889624000,1583889624000,,2,欧洲,10,格鲁吉亚,,,13,13,0,0,0,,0,wangying1,955006,GEO
967772,1583889624000,1583889624000,,2,南美洲,10,智利,,,13,13,0,0,0,,0,wangying1,973004,CHL
967647,1583889624000,1583889624000,,2,欧洲,10,爱沙尼亚,,,12,12,0,0,0,,0,wangying1,964002,EST
967656,1583889624000,1583889624000,,2,亚洲,10,阿塞拜疆,,,11,11,0,0,0,,0,wangying1,955003,AZE
967853,1583889624000,1583889624000,,2,欧洲,10,匈牙利,,,9,9,0,0,0,,0,wangying1,963004,HUN
967875,1583889624000,1583889624000,,2,北美洲,10,哥斯达黎加,,,9,9,0,0,0,,0,wangying1,972002,CRI
967801,1583889624000,1583889624000,,2,欧洲,10,拉脱维亚,,,8,8,0,0,0,,0,wangying1,964003,LVA
967602,1583889624000,1583889624000,,2,欧洲,10,俄罗斯,,,7,10,0,3,0,,0,wangying1,964006,RUS
