provinceName,provinceShortName,currentConfirmedCount...3,confirmedCount_sum,suspectedCount_sum,curedCount_sum,deadCount_sum,comment,locationId_s,statisticsData,cityName,currentConfirmedCount...12,confirmedCount,suspectedCount,curedCount,deadCount,locationId
湖北省,湖北,41660,65187,0,20912,2615,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,武汉,33563,47441,0,11793,2085,420100
湖北省,湖北,41660,65187,0,20912,2615,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,孝感,2000,3501,0,1388,113,420900
湖北省,湖北,41660,65187,0,20912,2615,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,黄冈,945,2904,0,1852,107,421100
湖北省,湖北,41660,65187,0,20912,2615,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,鄂州,803,1387,0,543,41,420700
湖北省,湖北,41660,65187,0,20912,2615,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,荆州,711,1577,0,822,44,421000
湖北省,湖北,41660,65187,0,20912,2615,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,随州,617,1306,0,652,37,421300
湖北省,湖北,41660,65187,0,20912,2615,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,宜昌,535,927,0,362,30,420500
湖北省,湖北,41660,65187,0,20912,2615,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,襄阳,492,1175,0,653,30,420600
湖北省,湖北,41660,65187,0,20912,2615,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,荆门,416,922,0,469,37,420800
湖北省,湖北,41660,65187,0,20912,2615,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,黄石,394,1011,0,585,32,420200
湖北省,湖北,41660,65187,0,20912,2615,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,十堰,320,671,0,348,3,420300
