id,createTime,modifyTime,tags,countryType,continents,provinceId,provinceName,provinceShortName,cityName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,comment,sort,operator,locationId
363604,1582252046000,1582252046000,,2,其他,10,钻石公主号邮轮,,,632,634,0,0,2,,0,wangjinyuan,0
363566,1582252046000,1582252046000,,2,亚洲,7,韩国,,,139,156,0,16,1,,0,wangjinyuan,951004
363565,1582252046000,1582252046000,,2,亚洲,6,日本,,,81,94,0,12,1,,0,wangjinyuan,951002
363562,1582252046000,1582252046000,,2,亚洲,3,新加坡,,,50,84,0,34,0,,0,wangjinyuan,952009
363561,1582252046000,1582252046000,,2,亚洲,2,泰国,,,20,35,0,15,0,,0,wangjinyuan,952010
363567,1582252046000,1582252046000,,2,北美洲,8,美国,,,12,15,0,3,0,,0,wangjinyuan,971002
363573,1582252046000,1582252046000,,2,欧洲,10,德国,,,9,16,0,7,0,,0,wangjinyuan,963003
363563,1582252046000,1582252046000,,2,亚洲,4,马来西亚,,,7,22,0,15,0,,0,wangjinyuan,952007
363564,1582252046000,1582252046000,,2,欧洲,5,法国,,,7,12,0,4,1,,0,wangjinyuan,961002
363571,1582252046000,1582252046000,,2,北美洲,10,加拿大,,,6,8,0,2,0,,0,wangjinyuan,971001
363570,1582252046000,1582252046000,,2,大洋洲,10,澳大利亚,,,5,15,0,10,0,,0,wangjinyuan,990001
363576,1582252046000,1582252046000,,2,亚洲,10,阿联酋,,,5,9,0,4,0,,0,wangjinyuan,955019
363579,1582252046000,1582252046000,,2,欧洲,10,意大利,,,3,3,0,0,0,,0,wangjinyuan,965008
363568,1582252046000,1582252046000,,2,亚洲,9,越南,,,2,16,0,14,0,,0,wangjinyuan,952011
363580,1582252046000,1582252046000,,2,欧洲,10,英国,,,1,9,0,8,0,,0,wangjinyuan,961007
363583,1582252046000,1582252046000,,2,欧洲,10,瑞典,,,1,1,0,0,0,,0,wangjinyuan,962005
363584,1582252046000,1582252046000,,2,亚洲,10,菲律宾,,,1,3,0,1,1,,0,wangjinyuan,952008
363596,1582252046000,1582252046000,,2,非洲,10,埃及,,,1,1,0,0,0,,0,wangjinyuan,981002
363569,1582252046000,1582252046000,,2,亚洲,10,尼泊尔,,,0,1,0,1,0,,0,wangjinyuan,953005
363572,1582252046000,1582252046000,,2,亚洲,10,柬埔寨,,,0,1,0,1,0,,0,wangjinyuan,952003
363574,1582252046000,1582252046000,,2,亚洲,10,斯里兰卡,,,0,1,0,1,0,,0,wangjinyuan,953007
363577,1582252046000,1582252046000,,2,欧洲,10,芬兰,,,0,1,0,1,0,,0,wangjinyuan,962002
363578,1582252046000,1582252046000,,2,亚洲,10,印度,,,0,3,0,3,0,,0,wangjinyuan,953003
363581,1582252046000,1582252046000,,2,欧洲,10,俄罗斯,,,0,2,0,2,0,,0,wangjinyuan,964006
363582,1582252046000,1582252046000,,2,欧洲,10,西班牙,,,0,2,0,2,0,,0,wangjinyuan,965015
363595,1582252046000,1582252046000,,2,欧洲,10,比利时,,,0,1,0,1,0,,0,wangjinyuan,961001
363629,1582252046000,1582252046000,,2,亚洲,10,伊朗,,,0,2,0,0,2,,0,wangjinyuan,955007
