provinceName,provinceShortName,currentConfirmedCount...3,confirmedCount_sum,suspectedCount_sum,curedCount_sum,deadCount_sum,comment,locationId_s,statisticsData,cityName,currentConfirmedCount...12,confirmedCount,suspectedCount,curedCount,deadCount,locationId
湖北省,湖北,39755,65596,0,23200,2641,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,武汉,32392,47824,0,13328,2104,420100
湖北省,湖北,39755,65596,0,23200,2641,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,孝感,1781,3516,0,1622,113,420900
湖北省,湖北,39755,65596,0,23200,2641,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,黄冈,846,2904,0,1948,110,421100
湖北省,湖北,39755,65596,0,23200,2641,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,鄂州,736,1389,0,611,42,420700
湖北省,湖北,39755,65596,0,23200,2641,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,荆州,667,1579,0,867,45,421000
湖北省,湖北,39755,65596,0,23200,2641,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,随州,577,1307,0,693,37,421300
湖北省,湖北,39755,65596,0,23200,2641,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,宜昌,503,929,0,396,30,420500
湖北省,湖北,39755,65596,0,23200,2641,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,襄阳,443,1175,0,701,31,420600
湖北省,湖北,39755,65596,0,23200,2641,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,荆门,378,923,0,508,37,420800
湖北省,湖北,39755,65596,0,23200,2641,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,黄石,367,1013,0,613,33,420200
湖北省,湖北,39755,65596,0,23200,2641,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,十堰,296,671,0,372,3,420300
湖北省,湖北,39755,65596,0,23200,2641,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,咸宁,218,836,0,607,11,421200
湖北省,湖北,39755,65596,0,23200,2641,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,仙桃,200,575,0,356,19,429004
湖北省,湖北,39755,65596,0,23200,2641,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,天门,176,496,0,307,13,429006
湖北省,湖北,39755,65596,0,23200,2641,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,潜江,91,197,0,97,9,429005
湖北省,湖北,39755,65596,0,23200,2641,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,恩施州,83,251,0,164,4,422800
湖北省,湖北,39755,65596,0,23200,2641,,420000,https://file1.dxycdn.com/2020/0223/618/3398299751673487511-135.json,神农架林区,1,11,0,10,0,429021
广东省,广东,467,1347,0,873,7,,440000,https://file1.dxycdn.com/2020/0223/281/3398299758115524068-135.json,深圳,143,417,0,271,3,440300
